doi,figshare_id,defined_type_name,date
10.17608/k6.auckland.16698274.v1,16698274,poster,2021-09-30T06:06:55Z
10.17608/k6.auckland.16698295.v1,16698295,poster,2021-09-30T06:06:55Z
10.17608/k6.auckland.16698298.v1,16698298,poster,2021-09-30T06:06:52Z
10.17608/k6.auckland.16698319.v1,16698319,poster,2021-09-30T06:06:50Z
10.17608/k6.auckland.16698322.v1,16698322,poster,2021-09-30T06:06:50Z
10.17608/k6.auckland.16698325.v1,16698325,poster,2021-09-30T06:06:49Z
10.17608/k6.auckland.16698340.v1,16698340,poster,2021-09-30T06:06:48Z
10.17608/k6.auckland.16698343.v1,16698343,poster,2021-09-30T06:06:48Z
10.17608/k6.auckland.16698349.v1,16698349,poster,2021-09-30T06:06:47Z
10.17608/k6.auckland.16698355.v1,16698355,poster,2021-09-30T06:06:46Z
10.17608/k6.auckland.16698358.v1,16698358,poster,2021-09-30T06:06:46Z
10.17608/k6.auckland.16698373.v1,16698373,poster,2021-09-30T06:06:45Z
10.17608/k6.auckland.16698379.v1,16698379,poster,2021-09-30T06:06:44Z
10.17608/k6.auckland.16698385.v1,16698385,poster,2021-09-30T06:06:44Z
10.17608/k6.auckland.16698397.v1,16698397,poster,2021-09-30T06:06:43Z
10.17608/k6.auckland.16698406.v1,16698406,poster,2021-09-30T06:06:42Z
10.17608/k6.auckland.16698409.v1,16698409,poster,2021-09-30T06:06:42Z
10.17608/k6.auckland.16698412.v1,16698412,poster,2021-09-30T06:06:41Z
10.17608/k6.auckland.16698427.v1,16698427,poster,2021-09-30T06:06:41Z
10.17608/k6.auckland.16704640.v1,16704640,poster,2021-09-30T06:06:39Z
10.17608/k6.auckland.16704655.v1,16704655,poster,2021-09-30T06:06:39Z
10.17608/k6.auckland.16704661.v1,16704661,poster,2021-09-30T06:06:38Z
10.17608/k6.auckland.16704667.v1,16704667,poster,2021-09-30T06:06:38Z
10.17608/k6.auckland.16704673.v1,16704673,poster,2021-09-30T06:06:37Z
10.17608/k6.auckland.16704679.v1,16704679,poster,2021-09-30T06:06:36Z
10.17608/k6.auckland.16704682.v1,16704682,poster,2021-09-30T06:06:36Z
10.17608/k6.auckland.16704685.v1,16704685,poster,2021-09-30T06:06:35Z
10.17608/k6.auckland.16704688.v1,16704688,poster,2021-09-30T06:06:34Z
10.17608/k6.auckland.16704694.v1,16704694,poster,2021-09-30T06:06:33Z
10.17608/k6.auckland.16704700.v1,16704700,poster,2021-09-30T06:06:33Z
10.17608/k6.auckland.16704703.v1,16704703,poster,2021-09-30T06:06:32Z
10.17608/k6.auckland.16704706.v1,16704706,poster,2021-09-30T06:06:31Z
10.17608/k6.auckland.16704709.v1,16704709,poster,2021-09-30T06:06:30Z
10.17608/k6.auckland.16704712.v1,16704712,poster,2021-09-30T06:06:29Z
10.17608/k6.auckland.16704715.v1,16704715,poster,2021-09-30T06:06:27Z
10.17608/k6.auckland.16704718.v1,16704718,poster,2021-09-30T06:06:27Z
10.17608/k6.auckland.16704721.v1,16704721,poster,2021-09-30T06:06:27Z
10.17608/k6.auckland.16704727.v1,16704727,poster,2021-09-30T06:06:27Z
10.6084/m9.figshare.16695631.v1,16695631,poster,2021-09-29T20:56:26Z
10.6084/m9.figshare.16695922.v1,16695922,poster,2021-09-29T01:04:03Z
10.6084/m9.figshare.16695460.v1,16695460,poster,2021-09-28T20:58:07Z
10.25402/fon.16692061.v1,16692061,poster,2021-09-28T14:07:28Z
10779/cqu.16691152.v1,16691152,poster,2021-09-28T05:04:49Z
10.6084/m9.figshare.16689403.v1,16689403,poster,2021-09-28T00:23:21Z
10.6084/m9.figshare.16688908.v2,16688908,poster,2021-09-27T19:33:00Z
10.6084/m9.figshare.16688806.v1,16688806,poster,2021-09-27T18:46:13Z
10.25417/uic.16663594.v1,16663594,poster,2019-12-09T00:00:00Z
10.6084/m9.figshare.16685656.v1,16685656,poster,2021-09-27T14:06:24Z
10.6084/m9.figshare.16685047.v1,16685047,poster,2021-09-27T09:33:06Z
10.6084/m9.figshare.16685056.v1,16685056,poster,2021-09-27T09:15:04Z
10.6084/m9.figshare.16677610.v1,16677610,poster,2021-09-26T21:25:08Z
10.6084/m9.figshare.16670656.v1,16670656,poster,2021-09-23T14:34:33Z
10.6084/m9.figshare.16654867.v5,16654867,poster,2021-09-21T19:53:19Z
10.23645/epacomptox.16645429.v1,16645429,poster,2021-09-20T14:58:51Z
10.6084/m9.figshare.16641121.v1,16641121,poster,2008-06-12T00:00:00Z
10.6084/m9.figshare.16606784.v1,16606784,poster,2021-09-18T23:23:31Z
10.6084/m9.figshare.16640377.v1,16640377,poster,2008-11-28T00:00:00Z
10.6084/m9.figshare.16627348.v1,16627348,poster,2021-09-18T09:39:12Z
10.6084/m9.figshare.16638280.v1,16638280,poster,2021-09-17T18:42:32Z
10.25406/wsu.16635241.v1,16635241,poster,2021-09-17T10:03:48Z
10.23645/epacomptox.16632319.v1,16632319,poster,2021-09-16T18:55:46Z
10.23645/epacomptox.16632271.v1,16632271,poster,2021-09-16T18:35:30Z
10.6084/m9.figshare.16632256.v1,16632256,poster,2021-09-16T18:01:22Z
10.23645/epacomptox.16630675.v1,16630675,poster,2021-09-16T17:57:57Z
10.6084/m9.figshare.16627882.v1,16627882,poster,2021-09-16T11:14:49Z
10.6084/m9.figshare.16627846.v1,16627846,poster,2021-09-16T11:11:08Z
10.6084/m9.figshare.16627816.v1,16627816,poster,2021-09-16T11:05:42Z
10.6084/m9.figshare.16627792.v1,16627792,poster,2021-09-16T11:02:39Z
10.6084/m9.figshare.16622614.v1,16622614,poster,2021-09-15T14:04:54Z
10.6084/m9.figshare.16622320.v1,16622320,poster,2021-09-15T12:31:45Z
10.6084/m9.figshare.16622401.v1,16622401,poster,2021-09-15T12:29:36Z
10.23645/epacomptox.16619671.v1,16619671,poster,2021-09-14T19:25:04Z
10.5522/04/16608235.v1,16608235,poster,2021-09-14T08:56:56Z
10.25383/city.14497551.v1,14497551,poster,2021-09-13T10:50:16Z
10.25383/city.14494680.v1,14494680,poster,2021-09-13T10:50:12Z
10.25439/rmt.15001386.v2,15001386,poster,2021-09-12T23:10:55Z
10.25416/edgehill.16602089.v1,16602089,poster,2021-09-10T14:39:50Z
10.6084/m9.figshare.16601084.v1,16601084,poster,2021-09-10T11:36:48Z
10.6084/m9.figshare.16589771.v2,16589771,poster,2021-09-08T22:06:32Z
10.25416/ntr.16592768.v1,16592768,poster,2021-09-09T14:23:07Z
10.6084/m9.figshare.16543236.v1,16543236,poster,2021-09-09T09:27:31Z
10.6084/m9.figshare.16587185.v1,16587185,poster,2021-09-08T15:36:22Z
10.25416/ntr.16586822.v1,16586822,poster,2021-09-08T13:55:18Z
10.25416/ntr.16586765.v1,16586765,poster,2021-09-08T13:22:07Z
10.6084/m9.figshare.13809797.v1,13809797,poster,2021-09-08T10:55:05Z
10.15131/shef.data.11948778.v2,11948778,poster,2020-03-09T16:13:52Z
10.15131/shef.data.11891241.v2,11891241,poster,2020-02-27T00:04:34Z
10.15131/shef.data.11891223.v2,11891223,poster,2020-02-27T00:06:18Z
10.6084/m9.figshare.16583549.v2,16583549,poster,2021-09-07T20:05:57Z
10.15131/shef.data.11890623.v2,11890623,poster,2020-02-25T10:25:11Z
10.15131/shef.data.11897433.v2,11897433,poster,2020-02-25T12:32:50Z
10.6084/m9.figshare.16578008.v1,16578008,poster,2021-09-07T11:27:01Z
10.15131/shef.data.16570515.v2,16570515,poster,2021-09-05T22:50:56Z
10.26188/16571738.v1,16571738,poster,2021-09-06T00:44:02Z
10.6084/m9.figshare.14099327.v2,14099327,poster,2021-02-24T00:03:52Z
10.6084/m9.figshare.14099318.v2,14099318,poster,2021-02-23T23:53:52Z
10.6084/m9.figshare.14099258.v2,14099258,poster,2021-02-23T23:32:26Z
10.6084/m9.figshare.16570401.v1,16570401,poster,2021-09-04T07:31:44Z
10.6084/m9.figshare.16570392.v1,16570392,poster,2021-09-04T07:30:31Z
10.25417/uic.16550589.v1,16550589,poster,2018-08-01T00:00:00Z
10.5522/04/16563540.v1,16563540,poster,2021-09-03T11:46:29Z
10.6084/m9.figshare.16563645.v1,16563645,poster,2021-09-02T19:52:49Z
10.17862/cranfield.rd.16559241.v1,16559241,poster,2021-09-02T13:31:36Z
10.23645/epacomptox.16559172.v1,16559172,poster,2021-09-02T13:08:22Z
10.23645/epacomptox.16556280.v1,16556280,poster,2021-09-01T19:15:43Z
10.6084/m9.figshare.16547838.v1,16547838,poster,2021-08-31T19:44:46Z
10.6084/m9.figshare.16543239.v2,16543239,poster,2021-08-30T21:08:04Z
10.6084/m9.figshare.16543248.v1,16543248,poster,2021-08-31T11:12:08Z
10.23645/epacomptox.16540293.v1,16540293,poster,2021-08-30T17:30:35Z
10.23645/epacomptox.16539939.v1,16539939,poster,2021-08-30T14:24:04Z
10.23645/epacomptox.16539675.v1,16539675,poster,2021-08-30T13:32:16Z
10.6084/m9.figshare.16536201.v2,16536201,poster,2021-08-30T09:48:56Z
10.6084/m9.figshare.16528194.v2,16528194,poster,2021-08-27T20:07:12Z
10.6084/m9.figshare.16455687.v1,16455687,poster,2021-08-26T22:38:34Z
10.23645/epacomptox.16455612.v1,16455612,poster,2021-08-26T21:51:38Z
10.23645/epacomptox.16455585.v1,16455585,poster,2021-08-26T21:24:28Z
10.21954/ou.rd.15124674,15124674,poster,2021-08-06T13:27:45Z
10.6084/m9.figshare.16450734.v1,16450734,poster,2021-08-26T12:17:39Z
10.6084/m9.figshare.16450713.v1,16450713,poster,2021-08-26T12:14:58Z
10.6084/m9.figshare.16450644.v1,16450644,poster,2021-08-26T12:12:00Z
10.24376/rd.sgul.15073359.v1,15073359,poster,2015-11-02T00:00:00Z
10.6084/m9.figshare.16442565.v1,16442565,poster,2021-08-26T04:36:39Z
10.6084/m9.figshare.16441932.v1,16441932,poster,2021-08-26T04:33:41Z
10.17608/k6.auckland.16441986.v1,16441986,poster,2021-08-26T03:10:50Z
10.17608/k6.auckland.16441914.v2,16441914,poster,2021-08-26T02:56:10Z
10.17608/k6.auckland.16441959.v1,16441959,poster,2021-08-26T03:04:20Z
10.25422/azu.data.14481759.v1,14481759,poster,2021-08-25T19:39:03Z
10.6084/m9.figshare.16439244.v1,16439244,poster,2021-08-25T17:23:56Z
10.6084/m9.figshare.15185241.v1,15185241,poster,2021-08-18T04:48:09Z
10.6084/m9.figshare.15185022.v1,15185022,poster,2021-08-18T04:32:16Z
10.6084/m9.figshare.15184944.v1,15184944,poster,2021-08-18T04:28:24Z
10.6084/m9.figshare.16410357.v1,16410357,poster,2021-08-23T12:40:45Z
10.6084/m9.figshare.16405008.v1,16405008,poster,2021-08-23T10:12:40Z
10.25401/cardiffmet.15177792.v1,15177792,poster,2021-08-23T07:31:37Z
10.6084/m9.figshare.16071393.v1,16071393,poster,2021-08-21T09:52:07Z
10.6084/m9.figshare.15982584.v1,15982584,poster,2021-08-21T04:55:54Z
10.6084/m9.figshare.15982581.v1,15982581,poster,2021-08-21T04:47:49Z
10.23645/epacomptox.15899004.v1,15899004,poster,2021-08-20T20:45:56Z
10.6084/m9.figshare.15506295.v1,15506295,poster,2021-08-20T00:42:10Z
10.23645/epacomptox.15420534.v1,15420534,poster,2021-08-19T16:30:37Z
10.6084/m9.figshare.15205839.v1,15205839,poster,2021-08-18T16:44:59Z
10.25415/ujhb.15186324.v1,15186324,poster,2021-08-18T08:53:06Z
10.6084/m9.figshare.15178077.v1,15178077,poster,2021-08-17T10:03:55Z
10.6084/m9.figshare.15169998.v1,15169998,poster,2021-08-15T12:02:44Z
10.6084/m9.figshare.15164523.v1,15164523,poster,2021-08-13T14:44:45Z
10.17608/k6.auckland.15162471.v1,15162471,poster,2021-08-13T04:27:31Z
10.17608/k6.auckland.15162333.v1,15162333,poster,2021-08-13T03:58:36Z
10.6084/m9.figshare.15162330.v1,15162330,poster,2021-08-13T03:39:22Z
10.6084/m9.figshare.15162072.v1,15162072,poster,2021-08-13T03:33:08Z
10.6084/m9.figshare.15161721.v1,15161721,poster,2021-08-13T00:40:01Z
10.6084/m9.figshare.15062832.v10,15062832,poster,2021-07-27T22:31:50Z
10.6084/m9.figshare.15152610.v1,15152610,poster,2021-08-11T21:07:44Z
10.6084/m9.figshare.15152547.v1,15152547,poster,2021-08-11T21:04:29Z
10.6084/m9.figshare.15152526.v1,15152526,poster,2021-08-11T21:03:03Z
10.23645/epacomptox.15151947.v1,15151947,poster,2021-08-11T17:53:16Z
10.23645/epacomptox.15144273.v1,15144273,poster,2021-08-10T19:39:42Z
10.6084/m9.figshare.15141267.v1,15141267,poster,2021-08-10T09:42:45Z
10.6084/m9.figshare.15141171.v1,15141171,poster,2021-08-10T08:56:02Z
10.6084/m9.figshare.15141120.v1,15141120,poster,2021-08-10T08:37:04Z
10.6084/m9.figshare.15085422.v1,15085422,poster,2021-08-09T16:22:24Z
10.6084/m9.figshare.15132786.v1,15132786,poster,2021-08-09T03:38:19Z
10.6084/m9.figshare.15132717.v1,15132717,poster,2021-08-09T03:35:45Z
10.6084/m9.figshare.15132462.v1,15132462,poster,2021-08-09T00:33:05Z
10.6084/m9.figshare.15123501.v1,15123501,poster,2021-08-06T17:05:32Z
10.6084/m9.figshare.14912376.v2,14912376,poster,2021-07-05T16:24:18Z
10.6084/m9.figshare.14912364.v2,14912364,poster,2021-07-05T16:03:04Z
10.6084/m9.figshare.14816376.v2,14816376,poster,2021-06-21T15:34:19Z
10.6084/m9.figshare.14816088.v5,14816088,poster,2021-06-21T14:50:15Z
10.6084/m9.figshare.15078060.v3,15078060,poster,2021-07-29T18:02:00Z
10.6084/m9.figshare.15112500.v1,15112500,poster,2021-08-05T10:48:31Z
10.23645/epacomptox.15106026.v1,15106026,poster,2021-08-04T16:06:11Z
10.23645/epacomptox.15105216.v1,15105216,poster,2021-08-04T13:22:46Z
10.24376/rd.sgul.15028473.v1,15028473,poster,2016-10-23T00:00:00Z
10.24376/rd.sgul.15067683.v1,15067683,poster,2016-10-23T00:00:00Z
10.24376/rd.sgul.15067506.v1,15067506,poster,2015-10-03T00:00:00Z
10.6084/m9.figshare.15104436.v1,15104436,poster,2021-08-04T09:29:34Z
10.6084/m9.figshare.15104418.v1,15104418,poster,2021-08-04T09:23:36Z
10.23645/epacomptox.15101949.v1,15101949,poster,2021-08-03T21:49:24Z
10.6084/m9.figshare.15101898.v1,15101898,poster,2021-08-03T21:35:47Z
10.23645/epacomptox.15101832.v1,15101832,poster,2021-08-03T21:02:14Z
10.6084/m9.figshare.15097863.v1,15097863,poster,2021-08-03T12:52:18Z
10.6084/m9.figshare.15093831.v1,15093831,poster,2021-08-02T18:32:26Z
10.6084/m9.figshare.15087663.v1,15087663,poster,2016-12-05T00:00:00Z
10.6084/m9.figshare.15087660.v2,15087660,poster,2016-12-05T00:00:00Z
10.26188/15001158,15001158,poster,2021-07-18T23:47:41Z
10.6084/m9.figshare.15082257.v1,15082257,poster,2021-07-30T13:30:06Z
10.23645/epacomptox.15078837.v1,15078837,poster,2021-07-29T20:49:41Z
10.23645/epacomptox.15078534.v1,15078534,poster,2021-07-29T19:35:32Z
10.23645/epacomptox.15077418.v1,15077418,poster,2021-07-29T17:56:04Z
10.23645/epacomptox.15075243.v1,15075243,poster,2021-07-29T17:15:51Z
10.23645/epacomptox.15075087.v1,15075087,poster,2021-07-29T16:07:13Z
10.23645/epacomptox.15075036.v1,15075036,poster,2021-07-29T15:46:47Z
10.23645/epacomptox.15074892.v1,15074892,poster,2021-07-29T15:19:38Z
10.24376/rd.sgul.15067419.v1,15067419,poster,2015-10-03T00:00:00Z
10.6084/m9.figshare.15054267.v1,15054267,poster,2021-07-29T14:48:58Z
10.24376/rd.sgul.15067656.v1,15067656,poster,2014-12-02T00:00:00Z
10.6084/m9.figshare.15054306.v1,15054306,poster,2021-07-29T14:33:55Z
10.6084/m9.figshare.15054192.v1,15054192,poster,2021-07-29T14:30:43Z
10.23645/epacomptox.15074556.v1,15074556,poster,2021-07-29T14:16:04Z
10.23645/epacomptox.15074211.v1,15074211,poster,2021-07-29T13:05:02Z
10.23645/epacomptox.15074148.v1,15074148,poster,2021-07-29T12:47:55Z
10.23645/epacomptox.15073968.v1,15073968,poster,2021-07-29T12:07:26Z
10.23645/epacomptox.15070311.v1,15070311,poster,2021-07-28T21:07:11Z
10.23645/epacomptox.15070215.v1,15070215,poster,2021-07-28T20:25:17Z
10.23645/epacomptox.15070041.v1,15070041,poster,2021-07-28T19:48:32Z
10.6084/m9.figshare.15066396.v1,15066396,poster,2021-07-28T09:33:27Z
10.6084/m9.figshare.15042960.v1,15042960,poster,2021-07-28T07:30:34Z
10.6084/m9.figshare.15063237.v1,15063237,poster,2021-07-28T02:48:30Z
10.6084/m9.figshare.15060438.v1,15060438,poster,2021-07-27T14:10:37Z
10.6084/m9.figshare.15059772.v1,15059772,poster,2021-07-27T09:47:03Z
10.6084/m9.figshare.15059673.v2,15059673,poster,2021-07-27T09:23:56Z
10.23645/epacomptox.15046221.v2,15046221,poster,2021-07-23T17:43:13Z
10.23645/epacomptox.15044199.v2,15044199,poster,2021-07-23T15:41:07Z
10.23645/epacomptox.15036114.v1,15036114,poster,2021-07-22T15:32:11Z
10.6084/m9.figshare.15029124.v1,15029124,poster,2021-07-21T14:44:02Z
10.6084/m9.figshare.15029106.v1,15029106,poster,2021-07-21T14:41:16Z
10.24376/rd.sgul.15028659.v1,15028659,poster,2015-10-03T00:00:00Z
10.6084/m9.figshare.15000249.v2,15000249,poster,2021-07-19T13:20:11Z
10.6084/m9.figshare.15025770.v2,15025770,poster,2021-07-20T20:43:50Z
10.6084/m9.figshare.15025710.v1,15025710,poster,2021-07-20T20:38:24Z
10.6084/m9.figshare.15025620.v1,15025620,poster,2021-07-20T20:22:59Z
10.6084/m9.figshare.15025593.v1,15025593,poster,2021-07-20T20:04:52Z
10.6084/m9.figshare.15025503.v1,15025503,poster,2021-07-20T19:47:47Z
10.6084/m9.figshare.15025302.v1,15025302,poster,2021-07-20T18:20:27Z
10.6084/m9.figshare.15023433.v1,15023433,poster,2021-07-20T18:03:46Z
10.6084/m9.figshare.15025254.v1,15025254,poster,2021-07-20T17:54:50Z
10.6084/m9.figshare.15023328.v1,15023328,poster,2021-07-20T16:25:47Z
10.25417/uic.15018942.v1,15018942,poster,2013-08-01T00:00:00Z
10.6084/m9.figshare.13275008.v2,13275008,poster,2020-11-23T16:55:35Z
10.6084/m9.figshare.13280315.v2,13280315,poster,2020-11-24T09:34:02Z
10.6084/m9.figshare.13274900.v2,13274900,poster,2020-11-23T16:39:50Z
10.6084/m9.figshare.14916339.v2,14916339,poster,2021-07-06T15:08:25Z
10.25416/edgehill.10563953.v2,10563953,poster,2019-11-25T10:54:12Z
10.6084/m9.figshare.12278687.v2,12278687,poster,2020-05-10T11:00:29Z
10.17608/k6.auckland.15019668.v1,15019668,poster,2021-07-19T22:07:39Z
10.25905/14992698,14992698,poster,2021-07-19T03:55:10Z
10.6084/m9.figshare.15001365.v1,15001365,poster,2021-07-19T03:38:47Z
10.6084/m9.figshare.15001242.v1,15001242,poster,2021-07-19T03:21:29Z
10.6084/m9.figshare.15000276.v1,15000276,poster,2021-07-18T05:06:10Z
10.6084/m9.figshare.15000252.v1,15000252,poster,2021-07-18T04:14:30Z
10.6084/m9.figshare.15000006.v3,15000006,poster,2021-07-18T03:33:57Z
10.6084/m9.figshare.14998284.v1,14998284,poster,2021-07-16T22:25:03Z
10.6084/m9.figshare.14997708.v1,14997708,poster,2021-07-16T20:12:25Z
10.24376/rd.sgul.14958420.v1,14958420,poster,2013-12-02T00:00:00Z
10.6084/m9.figshare.14991987.v1,14991987,poster,2021-07-15T21:01:21Z
10.6084/m9.figshare.14988603.v1,14988603,poster,2021-07-15T17:07:10Z
10.6084/m9.figshare.14984313.v1,14984313,poster,2021-07-15T15:25:48Z
10.6084/m9.figshare.14984130.v1,14984130,poster,2021-07-15T15:21:10Z
10.6084/m9.figshare.14983986.v1,14983986,poster,2021-07-15T15:18:51Z
10.6084/m9.figshare.14983956.v1,14983956,poster,2021-07-15T15:15:17Z
10.6084/m9.figshare.14983659.v1,14983659,poster,2021-07-14T18:45:35Z
10.6084/m9.figshare.14980254.v1,14980254,poster,2021-07-14T16:08:25Z
10.6084/m9.figshare.14980578.v1,14980578,poster,2021-07-14T13:38:56Z
10.6084/m9.figshare.14944269.v1,14944269,poster,2021-07-13T21:01:53Z
10.6084/m9.figshare.14974266.v1,14974266,poster,2021-07-13T21:01:26Z
10.6084/m9.figshare.14963943.v1,14963943,poster,2021-07-13T20:59:01Z
10.6084/m9.figshare.14960052.v1,14960052,poster,2021-07-13T20:57:07Z
10.6084/m9.figshare.14976750.v1,14976750,poster,2021-07-13T18:05:08Z
10.6084/m9.figshare.14974068.v3,14974068,poster,2021-07-13T09:37:30Z
10.6084/m9.figshare.14974473.v2,14974473,poster,2021-07-13T12:46:17Z
10.6084/m9.figshare.14963256.v1,14963256,poster,2021-07-12T19:54:29Z
10.17028/rd.lboro.14933391.v1,14933391,poster,2021-07-12T11:04:58Z
10.21954/ou.rd.14958132.v1,14958132,poster,2021-07-12T08:55:07Z
10.6084/m9.figshare.14944356.v1,14944356,poster,2021-07-09T21:32:34Z
10.6084/m9.figshare.14939625.v1,14939625,poster,2021-07-09T17:59:54Z
10.6084/m9.figshare.14829030.v2,14829030,poster,2021-06-23T14:25:09Z
10.6084/m9.figshare.14937954.v1,14937954,poster,2020-10-15T00:00:00Z
10.6084/m9.figshare.14899581.v1,14899581,poster,2021-07-08T20:38:41Z
10.6084/m9.figshare.14935503.v1,14935503,poster,2021-07-08T19:44:52Z
10.6084/m9.figshare.14935470.v1,14935470,poster,2021-07-08T19:34:40Z
10.6084/m9.figshare.14935446.v1,14935446,poster,2021-07-08T19:21:09Z
10.6084/m9.figshare.14933262.v1,14933262,poster,2021-07-08T19:11:49Z
10.6084/m9.figshare.14933694.v1,14933694,poster,2021-07-08T17:43:36Z
10.6084/m9.figshare.14933472.v1,14933472,poster,2021-07-08T17:24:33Z
10.6084/m9.figshare.14933454.v1,14933454,poster,2021-07-08T17:20:33Z
10.6084/m9.figshare.14933439.v1,14933439,poster,2021-07-08T17:15:58Z
10.6084/m9.figshare.14933346.v1,14933346,poster,2021-07-08T17:07:12Z
10.6084/m9.figshare.14933316.v1,14933316,poster,2021-07-08T16:59:12Z
10.6084/m9.figshare.14933274.v1,14933274,poster,2021-07-08T16:43:43Z
10.6084/m9.figshare.14933184.v1,14933184,poster,2021-07-08T16:30:11Z
10.6084/m9.figshare.14933133.v1,14933133,poster,2021-07-08T16:00:36Z
10.6084/m9.figshare.14933058.v2,14933058,poster,2021-07-08T15:47:59Z
10.6084/m9.figshare.14932965.v1,14932965,poster,2021-07-08T15:42:12Z
10.6084/m9.figshare.14932866.v2,14932866,poster,2021-07-08T15:17:12Z
10.6084/m9.figshare.14932704.v1,14932704,poster,2021-07-08T14:52:30Z
10.6084/m9.figshare.14925354.v1,14925354,poster,2021-07-07T22:24:07Z
10.6084/m9.figshare.14925315.v1,14925315,poster,2021-07-07T21:51:43Z
10.6084/m9.figshare.14924280.v1,14924280,poster,2021-07-07T18:12:02Z
10.6084/m9.figshare.14924250.v2,14924250,poster,2021-07-07T17:57:42Z
10.6084/m9.figshare.14924241.v2,14924241,poster,2021-07-07T17:50:10Z
10.6084/m9.figshare.14916051.v1,14916051,poster,2021-07-06T13:40:33Z
